Predicted_Probability,Predicted_Class,True_Label
0.09420021623373032,0.0,0.0
0.02008604072034359,0.0,0.0
0.7830241918563843,1.0,1.0
0.2748485207557678,0.0,0.0
0.9975109696388245,1.0,1.0
0.17011669278144836,0.0,1.0
0.7648863196372986,1.0,1.0
0.9970791935920715,1.0,1.0
0.8981066346168518,1.0,1.0
0.9994613528251648,1.0,1.0
0.9456121921539307,1.0,0.0
0.5931187272071838,1.0,1.0
0.8315664529800415,1.0,1.0
0.8743095397949219,1.0,1.0
0.8795415759086609,1.0,1.0
0.9997144341468811,1.0,1.0
0.8757595419883728,1.0,1.0
0.9433789253234863,1.0,1.0
0.6896358728408813,1.0,1.0
0.007840465754270554,0.0,1.0
0.9135434031486511,1.0,1.0
0.9968789219856262,1.0,1.0
0.9964162707328796,1.0,1.0
0.05632825940847397,0.0,1.0
0.015019312500953674,0.0,0.0
0.7830069661140442,1.0,1.0
0.8168312907218933,1.0,1.0
0.9995986819267273,1.0,1.0
0.6892942190170288,1.0,1.0
0.9189116954803467,1.0,1.0
0.10117731243371964,0.0,0.0
0.2575863003730774,0.0,0.0
0.016824277117848396,0.0,0.0
0.7983099818229675,1.0,1.0
0.9977847933769226,1.0,1.0
0.7022989988327026,1.0,1.0
0.8893364071846008,1.0,1.0
0.9997404217720032,1.0,1.0
0.9450564980506897,1.0,1.0
0.0630960538983345,0.0,0.0
0.007791804615408182,0.0,0.0
0.055471476167440414,0.0,0.0
0.9869998693466187,1.0,1.0
0.9889065027236938,1.0,1.0
0.9300516843795776,1.0,1.0
0.9877375364303589,1.0,1.0
0.9997252821922302,1.0,1.0
0.8699985146522522,1.0,1.0
0.00545162707567215,0.0,0.0
0.9599938988685608,1.0,1.0
0.44969427585601807,0.0,1.0
0.4155992567539215,0.0,1.0
0.8884025812149048,1.0,1.0
0.99847412109375,1.0,1.0
0.7088972926139832,1.0,1.0
0.023117942735552788,0.0,1.0
0.010526676662266254,0.0,0.0
0.041719190776348114,0.0,0.0
0.005738717969506979,0.0,0.0
0.00785700511187315,0.0,0.0
0.005577444098889828,0.0,0.0
0.004331224597990513,0.0,0.0
0.008839936926960945,0.0,0.0
0.9025203585624695,1.0,1.0
0.9516159892082214,1.0,1.0
0.007098596077412367,0.0,0.0
0.009815465658903122,0.0,0.0
0.8810734152793884,1.0,1.0
0.0065871840342879295,0.0,1.0
0.9602010846138,1.0,1.0
0.016264021396636963,0.0,0.0
0.6358057856559753,1.0,1.0
0.026742389425635338,0.0,0.0
0.7672755122184753,1.0,1.0
0.7614485025405884,1.0,1.0
0.9982618093490601,1.0,1.0
0.9886440634727478,1.0,1.0
0.5157979130744934,1.0,1.0
0.9369236826896667,1.0,1.0
0.9877345561981201,1.0,1.0
0.7661229372024536,1.0,1.0
0.9815419316291809,1.0,1.0
0.0060437689535319805,0.0,0.0
0.9468739032745361,1.0,1.0
0.7339526414871216,1.0,1.0
0.9997239112854004,1.0,1.0
0.004063806496560574,0.0,0.0
0.0075746458023786545,0.0,0.0
0.9507971405982971,1.0,1.0
0.6755491495132446,1.0,1.0
0.005172197241336107,0.0,0.0
0.9404111504554749,1.0,1.0
0.006157216150313616,0.0,0.0
0.9428755044937134,1.0,1.0
0.9953651428222656,1.0,1.0
0.8750043511390686,1.0,1.0
0.7706551551818848,1.0,1.0
0.7998361587524414,1.0,1.0
0.00455882865935564,0.0,0.0
0.006150548812001944,0.0,0.0
0.003911613952368498,0.0,0.0
0.014556151814758778,0.0,0.0
0.952553927898407,1.0,1.0
0.005530226975679398,0.0,0.0
0.004373897798359394,0.0,0.0
0.8448187708854675,1.0,1.0
0.007314041722565889,0.0,0.0
