Predicted_Probability,Predicted_Class,True_Label
0.95645672082901,1.0,1.0
0.999776303768158,1.0,1.0
0.9797430038452148,1.0,1.0
0.22901535034179688,0.0,0.0
0.9943683743476868,1.0,1.0
0.43763941526412964,0.0,0.0
0.3900587558746338,0.0,1.0
0.9818617701530457,1.0,1.0
0.5822434425354004,1.0,1.0
0.06705573946237564,0.0,0.0
0.010100479237735271,0.0,0.0
0.9999531507492065,1.0,1.0
0.9957687854766846,1.0,1.0
0.012616060674190521,0.0,0.0
0.3826475441455841,0.0,0.0
0.9993006587028503,1.0,1.0
0.9701858758926392,1.0,1.0
0.9260939955711365,1.0,1.0
0.05150222033262253,0.0,0.0
0.9916620254516602,1.0,1.0
0.9807073473930359,1.0,1.0
0.011179548688232899,0.0,0.0
0.1630210131406784,0.0,1.0
0.853736162185669,1.0,0.0
0.032550036907196045,0.0,0.0
0.9887281656265259,1.0,1.0
0.9794940948486328,1.0,1.0
0.9505637884140015,1.0,1.0
0.42380860447883606,0.0,1.0
0.9969115853309631,1.0,1.0
0.013434972614049911,0.0,1.0
0.99953693151474,1.0,1.0
0.020647354423999786,0.0,0.0
0.9823768138885498,1.0,1.0
0.999306321144104,1.0,1.0
0.2402789443731308,0.0,0.0
0.9994820952415466,1.0,1.0
0.017988136038184166,0.0,0.0
0.016195423901081085,0.0,0.0
0.9977490901947021,1.0,1.0
0.6338274478912354,1.0,1.0
0.9997479319572449,1.0,1.0
0.9901585578918457,1.0,1.0
0.07546448707580566,0.0,0.0
0.9696797132492065,1.0,1.0
0.992572009563446,1.0,1.0
0.9998379349708557,1.0,1.0
0.6318331956863403,1.0,1.0
0.046554312109947205,0.0,0.0
0.9996050596237183,1.0,1.0
0.9991703033447266,1.0,1.0
0.9999936819076538,1.0,1.0
0.9103326797485352,1.0,1.0
0.9923969507217407,1.0,1.0
0.9939631819725037,1.0,1.0
0.9939349889755249,1.0,1.0
0.08087924867868423,0.0,0.0
0.9818270206451416,1.0,1.0
0.7978582382202148,1.0,1.0
0.02172057330608368,0.0,0.0
0.0300538819283247,0.0,0.0
0.019065845757722855,0.0,0.0
0.07070464640855789,0.0,0.0
0.04606952518224716,0.0,0.0
0.9931551218032837,1.0,1.0
0.019381923601031303,0.0,0.0
0.010089966468513012,0.0,0.0
0.9726507067680359,1.0,1.0
0.012224446050822735,0.0,0.0
0.9664901494979858,1.0,1.0
0.9690999388694763,1.0,1.0
0.999800980091095,1.0,1.0
0.05150047689676285,0.0,0.0
0.9960638284683228,1.0,1.0
0.9681984186172485,1.0,1.0
0.9961550235748291,1.0,1.0
0.9997327923774719,1.0,1.0
0.9999769926071167,1.0,1.0
0.9884632229804993,1.0,1.0
0.9373596906661987,1.0,1.0
0.9858431816101074,1.0,1.0
0.9472591280937195,1.0,1.0
0.9999656677246094,1.0,1.0
0.01096854917705059,0.0,0.0
0.8075726628303528,1.0,1.0
0.9786773324012756,1.0,1.0
0.007173383608460426,0.0,0.0
0.820927619934082,1.0,1.0
0.012731402181088924,0.0,0.0
0.9915225505828857,1.0,1.0
0.9867767095565796,1.0,1.0
0.999689519405365,1.0,1.0
0.4631745517253876,0.0,0.0
0.01442665047943592,0.0,0.0
0.985444188117981,1.0,1.0
0.9981005787849426,1.0,1.0
0.9994012117385864,1.0,1.0
0.028732504695653915,0.0,0.0
0.018846554681658745,0.0,0.0
0.9993761777877808,1.0,1.0
0.9429043531417847,1.0,1.0
0.02189476229250431,0.0,0.0
0.013020826503634453,0.0,0.0
0.0798272043466568,0.0,0.0
0.6997961401939392,1.0,0.0
0.02233484946191311,0.0,0.0
0.01796099543571472,0.0,0.0
0.020459076389670372,0.0,0.0
0.987349271774292,1.0,1.0
0.9964473247528076,1.0,1.0
0.9952061772346497,1.0,1.0
0.9988648295402527,1.0,1.0
0.9348808526992798,1.0,1.0
0.9788618683815002,1.0,1.0
0.9914015531539917,1.0,1.0
0.9209387898445129,1.0,1.0
0.9873517155647278,1.0,1.0
0.999943733215332,1.0,1.0
0.9999523162841797,1.0,1.0
0.2955014705657959,0.0,1.0
0.9905561804771423,1.0,1.0
0.9902410507202148,1.0,1.0
0.9804326891899109,1.0,1.0
0.015666715800762177,0.0,0.0
0.020024817436933517,0.0,0.0
0.024349866434931755,0.0,0.0
0.011468115262687206,0.0,0.0
0.010390142910182476,0.0,0.0
0.018809324130415916,0.0,0.0
0.01997712254524231,0.0,0.0
0.9999094605445862,1.0,1.0
0.5258740782737732,1.0,0.0
0.9566749334335327,1.0,1.0
0.013146474957466125,0.0,0.0
0.034779008477926254,0.0,0.0
0.6604505777359009,1.0,1.0
0.9999591708183289,1.0,1.0
0.012757031247019768,0.0,0.0
0.9964902997016907,1.0,1.0
0.9999856948852539,1.0,1.0
0.08716348558664322,0.0,0.0
0.9866044521331787,1.0,1.0
0.9991403222084045,1.0,1.0
0.9998484253883362,1.0,1.0
0.9959190487861633,1.0,1.0
0.9999389052391052,1.0,1.0
0.9967395663261414,1.0,1.0
0.005055197048932314,0.0,0.0
0.9973009824752808,1.0,1.0
0.9823278188705444,1.0,1.0
0.3275070786476135,0.0,1.0
0.9981575608253479,1.0,1.0
0.9910853505134583,1.0,1.0
0.9997389316558838,1.0,1.0
0.03322308510541916,0.0,0.0
0.012281636707484722,0.0,0.0
0.038920894265174866,0.0,0.0
0.018280640244483948,0.0,0.0
0.03192650154232979,0.0,0.0
0.009719425812363625,0.0,0.0
0.016195423901081085,0.0,0.0
0.03650423884391785,0.0,0.0
0.013944724574685097,0.0,0.0
0.986420750617981,1.0,1.0
0.9999698996543884,1.0,1.0
0.994420051574707,1.0,1.0
0.9556830525398254,1.0,1.0
0.999367892742157,1.0,1.0
0.11763674020767212,0.0,1.0
0.010593999177217484,0.0,0.0
0.6690725088119507,1.0,1.0
0.9999675154685974,1.0,1.0
0.9552552103996277,1.0,1.0
0.018542159348726273,0.0,0.0
0.022167092189192772,0.0,0.0
0.9864890575408936,1.0,1.0
0.9988311529159546,1.0,1.0
0.9986152648925781,1.0,1.0
0.9847256541252136,1.0,1.0
0.9982700943946838,1.0,1.0
0.999982476234436,1.0,1.0
0.9996638894081116,1.0,1.0
0.9999335408210754,1.0,1.0
0.8416584134101868,1.0,1.0
0.46733689308166504,0.0,0.0
0.3022467792034149,0.0,0.0
0.9997182488441467,1.0,1.0
0.9855947494506836,1.0,1.0
0.9899736642837524,1.0,1.0
0.9992697834968567,1.0,1.0
0.010312742553651333,0.0,0.0
0.9909146428108215,1.0,1.0
0.03686215355992317,0.0,0.0
0.01917095109820366,0.0,0.0
0.9566364288330078,1.0,1.0
0.9999192357063293,1.0,1.0
0.015222286805510521,0.0,0.0
0.9608147144317627,1.0,1.0
0.028348125517368317,0.0,0.0
0.012023000977933407,0.0,0.0
0.9874511361122131,1.0,1.0
0.01288612186908722,0.0,0.0
0.0034134278539568186,0.0,0.0
0.9810838103294373,1.0,1.0
0.01803191937506199,0.0,0.0
0.9999740123748779,1.0,1.0
0.99460768699646,1.0,1.0
0.015415040776133537,0.0,0.0
0.02438829280436039,0.0,0.0
0.9996199011802673,1.0,1.0
0.020948713645339012,0.0,0.0
0.9999885559082031,1.0,1.0
0.9999843239784241,1.0,1.0
0.994024395942688,1.0,1.0
0.13116776943206787,0.0,0.0
0.9958134889602661,1.0,1.0
0.015775222331285477,0.0,0.0
0.13206587731838226,0.0,0.0
0.39118146896362305,0.0,0.0
0.015636153519153595,0.0,0.0
0.9999467134475708,1.0,1.0
0.4650193750858307,0.0,0.0
0.38489148020744324,0.0,1.0
0.9999810457229614,1.0,1.0
0.9756242632865906,1.0,1.0
0.9997237920761108,1.0,1.0
0.07757751643657684,0.0,1.0
0.051331859081983566,0.0,1.0
0.024111328646540642,0.0,0.0
0.013172700069844723,0.0,0.0
0.964672327041626,1.0,1.0
0.06710482388734818,0.0,0.0
0.9999454617500305,1.0,1.0
0.01610330492258072,0.0,0.0
0.9865002036094666,1.0,1.0
0.02486327663064003,0.0,0.0
0.019449103623628616,0.0,0.0
0.0093225734308362,0.0,0.0
0.03545840457081795,0.0,0.0
0.017804166302084923,0.0,0.0
0.044034603983163834,0.0,0.0
0.9943897724151611,1.0,1.0
0.011246560141444206,0.0,0.0
0.05460899695754051,0.0,0.0
