Predicted_Probability,Predicted_Class,True_Label
0.9963469505310059,1.0,1.0
0.4480728209018707,0.0,1.0
0.9692184329032898,1.0,1.0
0.9692021608352661,1.0,1.0
0.8292616605758667,1.0,0.0
0.9545678496360779,1.0,1.0
0.999876856803894,1.0,1.0
0.9959429502487183,1.0,1.0
0.03079400211572647,0.0,0.0
0.9807474613189697,1.0,1.0
0.9513428807258606,1.0,1.0
0.999690592288971,1.0,1.0
0.999745786190033,1.0,1.0
0.2819216251373291,0.0,0.0
0.9921934008598328,1.0,1.0
0.9933851361274719,1.0,1.0
0.5414925813674927,1.0,0.0
0.9938759803771973,1.0,1.0
0.9919713139533997,1.0,1.0
0.9989753365516663,1.0,1.0
0.9985448122024536,1.0,1.0
0.9967570304870605,1.0,1.0
0.042226292192935944,0.0,0.0
0.9027941823005676,1.0,1.0
0.978070855140686,1.0,1.0
0.9827109575271606,1.0,1.0
0.9961602687835693,1.0,1.0
0.9991013407707214,1.0,1.0
0.9967280626296997,1.0,1.0
0.9999808073043823,1.0,1.0
0.9998155832290649,1.0,1.0
0.969334602355957,1.0,1.0
0.9729127883911133,1.0,1.0
0.9985541701316833,1.0,1.0
0.9551883935928345,1.0,1.0
0.9939405918121338,1.0,1.0
0.9956148266792297,1.0,1.0
0.6123597621917725,1.0,1.0
0.9984937310218811,1.0,1.0
0.9998694062232971,1.0,1.0
0.28598496317863464,0.0,0.0
0.9982872009277344,1.0,1.0
0.9996394515037537,1.0,1.0
0.9993127584457397,1.0,1.0
0.999521017074585,1.0,1.0
0.031246593222022057,0.0,0.0
0.9440268278121948,1.0,1.0
0.054710835218429565,0.0,0.0
0.030095437541604042,0.0,0.0
0.02972983382642269,0.0,0.0
0.9318752884864807,1.0,1.0
0.9807003736495972,1.0,1.0
0.03457691892981529,0.0,0.0
0.027574168518185616,0.0,0.0
0.978255569934845,1.0,1.0
0.9998372197151184,1.0,1.0
0.9749500751495361,1.0,1.0
0.9999367594718933,1.0,1.0
0.9666369557380676,1.0,1.0
0.978943943977356,1.0,1.0
0.9991486668586731,1.0,1.0
0.16683493554592133,0.0,0.0
0.9946243762969971,1.0,1.0
0.9998763203620911,1.0,1.0
0.6547576189041138,1.0,1.0
0.999908983707428,1.0,1.0
0.9637063145637512,1.0,1.0
0.9514071345329285,1.0,1.0
0.7131065130233765,1.0,1.0
0.9929351806640625,1.0,1.0
0.09956607967615128,0.0,0.0
0.05041925236582756,0.0,0.0
0.05611184984445572,0.0,0.0
0.6034565567970276,1.0,1.0
0.02934909053146839,0.0,0.0
0.9994872808456421,1.0,1.0
0.352722704410553,0.0,0.0
0.9882675409317017,1.0,1.0
0.056886255741119385,0.0,0.0
0.05491865053772926,0.0,0.0
0.9906390309333801,1.0,1.0
0.9145992398262024,1.0,1.0
0.9687066078186035,1.0,1.0
0.9998707175254822,1.0,1.0
0.04483577236533165,0.0,0.0
0.9918836355209351,1.0,1.0
0.9870072603225708,1.0,1.0
0.9997504353523254,1.0,1.0
0.9788139462471008,1.0,1.0
0.03712392970919609,0.0,0.0
0.16510337591171265,0.0,0.0
0.975990891456604,1.0,1.0
0.9987322688102722,1.0,1.0
0.039338476955890656,0.0,0.0
0.2118249088525772,0.0,0.0
0.02929583191871643,0.0,0.0
0.04555056244134903,0.0,0.0
0.9496994614601135,1.0,1.0
0.9881464838981628,1.0,1.0
0.9990484714508057,1.0,1.0
0.06737807393074036,0.0,0.0
0.9971511960029602,1.0,1.0
0.03299812600016594,0.0,0.0
0.9925830960273743,1.0,1.0
0.945235013961792,1.0,1.0
0.9999319911003113,1.0,1.0
0.19246673583984375,0.0,0.0
0.03868260979652405,0.0,0.0
0.09438902139663696,0.0,0.0
0.06705515086650848,0.0,0.0
0.9999844431877136,1.0,1.0
0.016980914399027824,0.0,0.0
0.021632032468914986,0.0,0.0
0.03757347911596298,0.0,0.0
0.41283872723579407,0.0,0.0
0.9806121587753296,1.0,1.0
0.9961522817611694,1.0,1.0
0.9956607818603516,1.0,1.0
0.07256800681352615,0.0,0.0
0.9922232031822205,1.0,1.0
0.9555984735488892,1.0,1.0
0.9920795559883118,1.0,1.0
0.999900758266449,1.0,1.0
0.9964874386787415,1.0,1.0
0.021645324304699898,0.0,0.0
0.1194211095571518,0.0,0.0
0.04295094683766365,0.0,0.0
0.9997355937957764,1.0,1.0
0.03760866820812225,0.0,0.0
0.9782597422599792,1.0,1.0
0.026076460257172585,0.0,0.0
0.03839430212974548,0.0,0.0
0.15644900500774384,0.0,0.0
0.25090914964675903,0.0,0.0
0.9930925369262695,1.0,1.0
0.9691534042358398,1.0,1.0
0.012943444773554802,0.0,0.0
0.08656206727027893,0.0,0.0
0.5708178877830505,1.0,1.0
0.47328251600265503,0.0,0.0
0.999984085559845,1.0,1.0
0.9994164109230042,1.0,1.0
0.9997153282165527,1.0,1.0
0.9579670429229736,1.0,1.0
0.999919593334198,1.0,1.0
0.888912558555603,1.0,0.0
0.9905664920806885,1.0,1.0
0.9999245405197144,1.0,1.0
0.9993645548820496,1.0,1.0
0.5516802668571472,1.0,0.0
0.9932053685188293,1.0,1.0
0.9938512444496155,1.0,1.0
0.2861969769001007,0.0,0.0
0.9998326301574707,1.0,1.0
0.03314223140478134,0.0,0.0
0.04099593311548233,0.0,0.0
0.034964632242918015,0.0,0.0
0.99973064661026,1.0,1.0
0.25525516271591187,0.0,1.0
0.9948985576629639,1.0,1.0
0.04109305143356323,0.0,0.0
0.99295973777771,1.0,1.0
0.9843622446060181,1.0,1.0
0.9972339868545532,1.0,1.0
0.9993387460708618,1.0,1.0
0.9829597473144531,1.0,1.0
0.9977902173995972,1.0,1.0
0.9932710528373718,1.0,1.0
0.9962669610977173,1.0,1.0
0.9932352900505066,1.0,1.0
0.9939146041870117,1.0,1.0
0.9995201230049133,1.0,1.0
0.9996905326843262,1.0,1.0
0.9999220967292786,1.0,1.0
0.9966435432434082,1.0,1.0
0.04077978432178497,0.0,0.0
0.9885039925575256,1.0,1.0
0.04152264446020126,0.0,0.0
0.02885391190648079,0.0,0.0
0.991176187992096,1.0,1.0
0.05461205542087555,0.0,0.0
0.049822039902210236,0.0,0.0
0.977303147315979,1.0,1.0
0.0659959688782692,0.0,0.0
0.9948137402534485,1.0,1.0
0.03058873489499092,0.0,0.0
0.029989058151841164,0.0,0.0
0.02694573812186718,0.0,0.0
0.9594478011131287,1.0,1.0
0.029328342527151108,0.0,0.0
0.03392551839351654,0.0,0.0
0.9466265439987183,1.0,1.0
0.04099593311548233,0.0,0.0
0.9995219707489014,1.0,1.0
0.9957252144813538,1.0,1.0
0.9956724643707275,1.0,1.0
0.025706646963953972,0.0,0.0
0.979503870010376,1.0,1.0
0.9248111844062805,1.0,1.0
0.9999008774757385,1.0,1.0
0.9073333740234375,1.0,0.0
0.03903628885746002,0.0,0.0
0.9998088479042053,1.0,1.0
0.02993772365152836,0.0,0.0
0.02717205509543419,0.0,0.0
0.07945092022418976,0.0,0.0
0.9997515082359314,1.0,1.0
0.041818536818027496,0.0,0.0
0.3623497784137726,0.0,0.0
0.9996528625488281,1.0,1.0
0.9869799613952637,1.0,1.0
0.994415283203125,1.0,1.0
0.956935465335846,1.0,1.0
0.9600518345832825,1.0,1.0
0.030897190794348717,0.0,0.0
0.9904171228408813,1.0,1.0
0.037996549159288406,0.0,0.0
0.04672342166304588,0.0,0.0
0.9630246758460999,1.0,1.0
0.027697768062353134,0.0,0.0
0.02705676108598709,0.0,0.0
0.9982041716575623,1.0,1.0
0.9972894787788391,1.0,1.0
0.027113281190395355,0.0,0.0
0.026091966778039932,0.0,0.0
0.06494910269975662,0.0,0.0
0.9717659950256348,1.0,1.0
0.03384782373905182,0.0,0.0
0.9475119113922119,1.0,1.0
0.034202490001916885,0.0,0.0
0.016503453254699707,0.0,0.0
0.9879248738288879,1.0,1.0
0.9558959603309631,1.0,0.0
0.9102939367294312,1.0,1.0
0.23468425869941711,0.0,1.0
0.9999135136604309,1.0,1.0
0.025934278964996338,0.0,0.0
0.011817011050879955,0.0,0.0
0.9999776482582092,1.0,1.0
0.020925279706716537,0.0,0.0
0.9977712035179138,1.0,1.0
0.067329041659832,0.0,0.0
0.09159957617521286,0.0,0.0
0.41425925493240356,0.0,0.0
